Country,Region,Gender,Ageyears,Handed,Height,Foot_Length,Arm_Span,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access
NZ,Otago,F,9,L,124,21,132,1,Car,25,0.469,0,Netball,1000,,1000,,,
UK,South,F,13,L,158,23,157,4,Car,3,0.43,37,Other activities/sports,331,500,500,298,1000,1000
USA,SC,F,16,R,165,24,160,1,Car,15,0.25,36,Football/Soccer,450,550,400,,880,900
OZ,South OZ,F,10,R,128,23,132,2,Bus,50,0.37,52,None,1000,1000,1000,1000,466,480
CA,Quebec,F,16,R,159,22,157,1,Bus,20,0.344,50,Other activities/sports,481,342,481,487,850,1000
USA,TX,M,9,L,144,21,139,1,Car,3,0.802,50,Football (American),850,850,750,430,200,300
OZ,South OZ,F,17,R,175,27,182,1,Car,5,0.37,46,Netball,746,746,852,610,817,811
UK,West Midlands,M,14,R,164,24,154,2,Bus,15,0.25,53,Football/Soccer,837,1000,210,694,1000,1000
OZ,New South Wales,M,11,R,150,24,143,1,Bus,5,0.32,30,Football/Soccer,438,704,1000,1000,249,350
CA,Nova Scotia,F,16,R,165,23,165,1,Bus,45,0.744,34,Swimming,182,176,893,374,1000,1000
USA,NH,M,17,R,180,26,183,1,Car,10,0.31,39,Football/Soccer,770,845,604,824,813,920
USA,GU,F,15,R,161,22,163,1,Car,20,0,65,Swimming,620,503,620,802,770,1000
OZ,New South Wales,F,11,R,140,22,130,1,Cycle,15,0.46,39,Cricket,1000,1000,1000,994,282,282
CA,British Columbia,F,12,B,173,24,165,1,Car,10,0.047,43,Swimming,583,824,497,818,1000,1000
CA,Ontario,F,14,R,170,22,159,2,Bus,35,0.425,56,Football/Soccer,578,433,658,417,1000,1000
OZ,Queensland,M,16,R,165,24,173,1,Rail,60,0.34,37,Tennis,545,557,728,734,,
USA,MI,M,16,R,198,23,198,1,Bus,15,0.327,41,Other,182,273,80,86,765,765
CA,Ontario,F,14,R,160,21,160,1,Car,2,0.311,40,Other activities/sports,471,449,481,481,513,572
CA,Ontario,F,13,L,156,24,164,2,Car,20,0.531,43,Hockey (Ice),583,690,1000,797,433,733
CA,Quebec,F,13,R,161,27,158,3,Walk,25,0.25,29,Swimming,674,572,11,176,1000,1000
OZ,New South Wales,M,14,R,179,28,184,1,Bus,15,0.29,47,Swimming,1000,870,1000,781,823,1000
CA,Alberta,F,12,R,160,25,156,1,Car,4,0.501,40,Walking/Hiking,610,64,626,620,631,636
USA,SC,F,16,B,152,22,168,1,Car,10,0,38,Other,460,455,348,,1000,1000
CA,Alberta,F,14,R,156,20,160,2,Bus,10,0.375,42,Football/Soccer,1000,1000,1000,877,765,802
UK,North East,M,13,R,167,25,165,2,Walk,10,0.33,36,Athletics,575,578,570,564,689,537
CA,Alberta,F,15,R,161,22,156,2,Walk,30,0.611,40,Dancing,631,540,636,743,941,1000
NZ,Northland,M,9,B,149,21,143,1,Bus,5,0.641,0,Football/Soccer,750,,1000,,,
CA,Ontario,F,8,R,131,21,125,2,Car,4,0.406,29,Other activities/sports,1000,1000,1000,1000,1000,807
OZ,Western OZ,M,10,R,148,24,150,2,Car,2,0.34,37,Football/Soccer,421,42,90,208,409,415
OZ,Tasmania,F,9,R,141,21,139,1,Walk,15,0.42,67,Dancing,1000,1000,1000,1000,1000,503
OZ,South OZ,F,11,R,138,19,132,1,Car,5,0.31,43,Netball,1000,574,1000,693,232,780
USA,UT,F,16,R,168,26,185,1,Walk,20,0.296,29,Basketball,0,0,1000,,1000,1000
CA,Ontario,F,12,R,151,25,148,1,Car,10,0.792,54,Swimming,1000,626,759,1000,278,283
CA,Alberta,F,10,R,130,19,130,2,Car,2,0.398,32,Dancing,1000,1000,1000,1000,166,64
UK,North West,M,12,L,148,21,138,3,Walk,25,0.29,40,Rugby Union,0,129,0,500,1000,1000
USA,NE,F,14,R,154,26,149,1,Car,8,0.323,47,Other,59,353,219,27,695,700
USA,IN,F,17,R,157,24,157,2,Car,10,0.682,41,Tennis,1000,900,1000,900,800,800
NZ,Auckland,F,13,R,168,25,176,1,Bus,45,1.656,0,Rugby League,500,,500,,,
USA,RI,F,12,R,153,21,160,1,Bus,15,0.673,39,None,492,5,11,37,1000,1000
CA,British Columbia,M,12,R,147,23,124,7,Walk,10,0.25,51,Football/Soccer,615,610,1000,1000,733,1000
CA,British Columbia,F,15,B,168,30,166,1,Bus,20,0.501,37,Tennis,476,513,364,770,257,257
OZ,Victoria,M,11,R,144,20,142,1,Car,4,0.32,39,Hockey (Field),775,669,823,586,373,539
CA,Ontario,M,15,L,179,27,170,1,Cycle,15,0.36,28,Football/Soccer,722,604,155,353,866,866
OZ,Queensland,F,16,R,184,28,187,2,Car,12,0.36,57,Netball,864,959,852,787,237,167
USA,HI,M,15,R,160,29,163,2,Car,30,0.346,48,Football (American),690,765,422,,406,802
NZ,Auckland,F,14,R,155,19,153,2,Bus,25,0.344,0,Hockey (Field),500,,500,,,
CA,Ontario,M,10,R,124,20,125,1,Bus,30,0.391,40,Martial Arts,925,754,759,759,647,529
UK,North West,F,13,R,143,19,156,5,Walk,4,0.73,36,Other activities/sports,794,806,826,832,1000,1000
UK,North West,F,14,R,166,25,178,2,Car,10,0.31,39,Tennis,500,500,500,500,1000,1000
USA,SC,F,17,R,158,25,145,1,Car,5,0.312,49,Basketball,500,640,743,,1000,1000
OZ,Queensland,M,12,R,170,24,150,1,Car,15,0.34,44,Football/Soccer,220,551,249,208,119,119
OZ,Tasmania,M,16,R,174,28,175,1,Walk,7,0.29,26,Basketball,616,184,131,285,184,196
CA,Quebec,M,14,R,169,25,165,4,Bus,30,0.291,41,Other activities/sports,5,5,5,1000,1000,1000
CA,Ontario,F,13,R,155,23,155,2,Bus,25,0.297,51,Tennis,1000,1000,1000,1000,187,508
USA,TX,F,10,R,138,21,128,2,Car,4,0.823,58,Gymnastics,1000,1000,1000,500,500,500
UK,North West,M,14,R,177,26,178,2,Car,10,0.32,51,Cycling,651,997,1000,1000,1000,1000
CA,Quebec,M,16,R,187,30,194,2,Bus,10,1.362,40,Basketball,59,342,32,995,695,872
OZ,Queensland,F,11,L,144,23,138,2,Car,5,0.45,32,Netball,1000,1000,1000,1000,1,167
CA,Alberta,F,12,R,155,21,150,2,Bus,20,0.985,52,Other activities/sports,492,305,733,888,904,508
CA,Ontario,M,11,R,168,27,150,4,Walk,10,0.44,57,Martial Arts,21,16,123,48,160,27
OZ,New South Wales,F,11,R,153,23,144,1,Car,10,0.45,34,Tennis,663,746,1000,805,734,858
OZ,New South Wales,F,10,R,141,22,139,1,Walk,15,0.4,47,Tennis,161,232,362,261,,
OZ,Queensland,F,14,R,157,23,150,1,Bus,30,0.4,44,Running/Jogging,113,119,425,427,421,438
CA,Ontario,F,11,R,152,26,151,2,Bus,30,0.391,47,Gymnastics,1000,1000,1000,572,225,273
OZ,New South Wales,F,16,R,155,23,150,2,Rail,20,0.32,19,Swimming,1000,1000,1000,1000,,
USA,OK,F,17,R,160,22,150,1,Car,10,0.796,57,Running/Jogging,8,5,7,6,10,9
CA,Ontario,M,15,R,173,26,179,3,Car,9,0.281,35,Hockey (Field),1000,380,781,476,481,219
USA,IN,F,17,R,163,23,163,2,Walk,3,0.3,31,Other,500,500,500,700,300,300
CA,Ontario,M,17,R,179,24,185,2,Car,7,0.36,28,Football/Soccer,829,615,743,925,583,743
CA,Ontario,F,13,R,158,24,155,2,Walk,18,0.312,27,Other activities/sports,1000,1000,1000,1000,1000,1000
NZ,Auckland,F,11,L,160,26,163,1,Walk,15,0.531,0,Basketball,750,,500,,,
USA,CA,F,16,R,157,17,149,2,Car,20,0.793,51,Tennis,600,500,1000,900,0,200
CA,Ontario,M,14,R,179,30,169,3,Walk,3,1.442,39,Basketball,476,305,920,914,134,128
USA,PA,M,16,R,173,22,110,3,Bus,15,0.693,51,Table Tennis,800,300,400,700,900,700
USA,IN,F,17,R,150,22,152,1,Car,8,0.35,38,Table Tennis,845,845,845,,310,535
CA,Ontario,M,12,R,158,24,157,2,Car,5,0.359,41,Walking/Hiking,936,727,861,1000,770,989
CA,Alberta,F,10,R,129,20,125,2,Walk,9,0.421,47,Swimming,476,481,487,481,497,503
CA,Ontario,M,13,B,153,26,154,2,Bus,20,0.28,42,Golf,1000,1000,1000,1000,1000,1000
CA,Alberta,M,9,R,128,22,128,2,Bus,10,0.611,48,Football/Soccer,150,1000,1000,134,1000,1000
CA,Ontario,M,13,R,169,26,174,1,Bus,5,0.301,37,Basketball,733,738,561,791,444,508
NZ,Canterbury,F,14,L,164,21,167,1,Walk,5,0.468,0,Athletics,500,,500,,,
OZ,South OZ,M,11,R,146,23,149,1,Bus,45,0.35,29,Football/Soccer,492,498,302,125,823,651
USA,TX,M,11,R,148,23,150,2,Car,3,0.5,54,Football/Soccer,1000,1000,1000,1000,1,999
OZ,Victoria,F,16,R,157,22,157,1,Walk,10,0.34,52,None,184,172,196,,1000,1000
OZ,Victoria,M,11,R,144,22,140,1,Car,15,0.64,55,Other activities/sports,870,781,1000,1000,557,533
CA,Alberta,M,10,R,136,22,132,1,Walk,5,0.501,69,Football/Soccer,497,802,626,348,439,385
OZ,Tasmania,F,16,R,158,20,150,1,Bus,25,0.4,23,None,634,669,243,551,285,533
OZ,Western OZ,F,14,R,164,23,161,1,Bus,80,0.34,48,Other activities/sports,1000,834,1000,1000,994,1000
CA,Alberta,M,11,R,146,27,147,9,Walk,3,0.303,27,Hockey (Field),16,743,1000,679,1000,1000
NZ,Auckland,F,16,B,164,24,165,2,Car,15,0.359,0,Other activities/sports,750,,750,,,
USA,MI,F,15,R,155,22,143,1,Car,15,0.35,40,Walking/Hiking,701,647,610,610,647,749
USA,WY,F,11,R,150,23,140,1,Bus,5,0.494,35,Football/Soccer,900,1000,1000,500,2,3
CA,British Columbia,F,14,L,157,24,130,1,Car,7,0.329,40,Football/Soccer,717,241,1000,1000,545,540
CA,Ontario,F,13,L,157,25,157,1,Walk,5,0.659,45,Skateboarding/Rollerblading,144,144,107,80,834,765
CA,Manitoba,M,14,L,170,27,170,1,Cycle,5,0.313,33,Swimming,1000,1000,1000,1000,1000,1000
OZ,New South Wales,M,14,R,169,26,172,2,Bus,45,0.32,100,Other activities/sports,616,421,669,681,557,568
OZ,Victoria,M,11,R,157,24,151,1,Car,4,0.37,38,Football/Soccer,764,486,728,1000,752,900
USA,NY,F,10,R,157,22,150,1,Bus,6,0.44,46,Running/Jogging,1000,904,583,1000,786,615
CA,Quebec,M,15,R,165,23,165,2,Bus,45,0.657,66,Football/Soccer,1000,1000,695,722,1000,1000
USA,VA,F,17,R,167,26,170,1,Car,10,0.327,53,Swimming,800,800,500,500,1000,1000
CA,Ontario,M,15,R,168,27,165,1,Walk,3,0.453,39,Hockey (Ice),909,513,112,198,1000,1000
CA,Ontario,F,13,R,152,21,139,1,Board,30,0.547,40,Other activities/sports,749,364,856,428,1000,1000
OZ,South OZ,M,16,R,171,25,172,1,Bus,10,0.31,28,Dancing,509,669,580,486,876,805
UK,East,M,12,R,158,24,150,3,Bus,15,0.34,42,Football/Soccer,730,272,268,671,1000,1000
OZ,New South Wales,F,11,R,145,25,145,1,Walk,15,0.32,34,Tennis,456,462,687,568,285,220
CA,Ontario,F,13,R,159,25,160,2,Car,15,0.45,49,Basketball,695,524,813,626,775,1000
OZ,Victoria,F,15,R,164,24,161,1,Walk,15,0.42,57,Walking/Hiking,929,1000,1000,1000,1000,1000
UK,Home Counties,F,15,B,179,26,154,3,Car,3,0.03,39,Football/Soccer,717,575,943,933,1000,1000
CA,Ontario,F,18,R,164,27,164,1,Car,10,0.673,60,Other activities/sports,123,160,193,166,1000,1000
NZ,Wellington,M,10,R,153,22,153,2,Walk,5,0.383,0,Other activities/sports,750,,500,,,
CA,British Columbia,M,12,R,158,21,155,2,Rail,2,0.682,103,Hockey (Ice),481,75,1000,107,1000,1000
NZ,Auckland,M,11,R,143,21,143,1,Walk,5,0.749,0,Football/Soccer,750,,500,,,
CA,Ontario,F,13,R,178,24,186,1,Bus,45,0.328,44,Skateboarding/Rollerblading,850,818,845,807,845,840
USA,DE,F,17,R,166,13,161,1,Car,10,0.614,63,Dancing,583,578,294,684,465,599
OZ,South OZ,M,16,R,188,29,190,1,Cycle,5,0.31,82,Table Tennis,586,716,840,834,261,220
UK,North West,F,13,R,169,25,172,1,Walk,10,0.54,72,Tennis,635,358,418,315,174,264
UK,South East,F,14,R,170,24,164,1,Bus,30,0,51,Basketball,570,380,642,597,1000,1000
CA,Ontario,M,11,B,201,18,201,3,Bus,49,0.593,39,Dancing,1000,1000,1000,1000,1000,1000
CA,Ontario,M,13,R,162,26,164,3,Car,2,0.401,49,Basketball,1000,1000,1000,1000,626,626
USA,CA,F,17,R,165,24,167,1,Car,8,0.522,47,Walking/Hiking,910,900,1000,800,500,
USA,CO,M,17,R,213,32,208,2,Car,4,0.309,45,Tennis,465,652,861,540,540,802
NZ,Otago,F,11,L,157,23,150,5,Walk,5,0.642,0,Other activities/sports,1000,,500,,,
CA,Quebec,F,12,R,154,24,148,2,Bus,45,1.234,34,Dancing,749,390,476,476,487,492
USA,IN,F,16,R,171,24,174,2,Car,12,0.384,37,Lacrosse,800,500,900,900,500,1000
UK,Home Counties,M,13,R,175,26,173,1,Bus,60,0.42,36,Other activities/sports,1000,1000,1000,1000,0,0
UK,South West,M,13,L,153,25,151,2,Bus,25,0.31,59,Skateboarding/Rollerblading,1000,500,500,500,500,500
NZ,Wellington,M,9,R,126,16,126,1,Car,15,0.56,0,Swimming,1000,,250,,,
NZ,Auckland,F,9,R,135,20,132,1,Walk,5,0,0,Football/Soccer,500,,750,,,
OZ,New South Wales,F,15,R,173,25,172,1,Bus,65,0.36,71,Swimming,285,740,474,350,734,427
USA,PA,F,17,R,183,27,192,1,Bus,10,0.418,49,Basketball,1000,824,508,1000,385,481
OZ,Queensland,M,14,R,148,25,148,2,Bus,20,0.4,57,Basketball,480,740,574,433,733,929
OZ,Tasmania,M,14,R,155,25,156,1,Bus,30,0.29,68,Other activities/sports,521,515,722,775,1000,539
NZ,Auckland,F,15,R,166,24,166,2,Walk,5,0.438,0,Cycling,750,,750,,,
USA,VA,F,16,R,160,27,150,1,Car,20,0.37,38,Swimming,900,400,300,600,800,900
CA,Manitoba,M,15,R,178,28,184,1,Walk,15,0.359,28,Cycling,257,615,524,283,1000,1000
USA,MN,F,13,R,164,24,154,2,Car,10,0.818,60,Dancing,802,1000,604,866,765,1000
CA,Alberta,M,12,R,173,26,173,2,Bus,45,0.3,44,Cycling,433,583,727,599,43,96
CA,Saskatchewan,F,10,R,143,20,147,1,Cycle,5,0.438,41,Dancing,1000,1000,1000,1000,1000,1000
USA,IN,F,17,L,157,21,163,1,Car,7,0.98,52,Dancing,900,800,700,750,500,1000
NZ,Canterbury,F,13,L,157,23,157,1,Bus,45,0.406,0,Netball,750,,500,,,
CA,Ontario,M,14,R,176,29,172,1,Walk,2,0.328,45,Hockey (Ice),209,209,203,198,219,209
OZ,New South Wales,M,12,R,153,25,161,3,Car,15,0.31,40,Football/Soccer,427,208,155,486,1000,1000
CA,Ontario,F,13,L,166,23,168,2,Car,5,0.41,35,Hockey (Ice),979,984,979,995,449,503
NZ,Auckland,M,12,R,163,22,120,2,Walk,5,0.517,0,Other activities/sports,1000,,1000,,,
NZ,Auckland,M,14,B,166,32,170,1,Walk,5,0.406,0,Tennis,500,,250,,,
OZ,Victoria,M,12,B,149,24,192,1,Other,1,0.39,0,Other activities/sports,1000,521,1000,1000,,72
CA,Ontario,M,18,L,189,29,171,1,Bus,15,0.267,33,Hockey (Ice),48,32,374,59,706,791
OZ,New South Wales,F,11,L,154,23,154,1,Bus,20,0.51,68,Netball,249,480,1000,1000,1000,1000
USA,SC,F,17,L,161,23,165,2,Car,7,0.372,54,Football/Soccer,700,700,500,,700,700
UK,North East,M,12,R,156,24,158,1,Walk,5,0.1,34,Football/Soccer,662,689,403,400,0,0
CA,Ontario,M,14,R,171,27,176,2,Car,15,0.25,37,Basketball,508,508,556,583,824,845
UK,South,F,11,R,145,21,145,1,Car,4,0.4,95,Dancing,776,576,507,566,1000,1000
OZ,Victoria,F,14,B,170,24,163,2,Rail,30,0.42,32,Hockey (Field),840,793,840,764,787,829
OZ,New South Wales,M,13,R,165,13,172,1,Bus,30,0.36,65,Rugby Union,178,190,539,817,409,409
UK,West Midlands,F,13,R,160,23,160,2,Walk,5,0.46,32,Football/Soccer,629,662,691,445,743,1000
USA,SC,M,16,R,178,25,162,1,Other,12,0.476,37,Baseball/Softball,500,800,1000,600,200,100
UK,East Midlands,M,12,L,156,26,162,2,Bus,35,0.33,47,Cricket,736,879,566,570,705,1000
OZ,Victoria,M,11,R,144,23,144,1,Car,2,0.37,45,Basketball,622,704,693,651,870,870
USA,MA,M,17,R,173,35,173,2,Car,20,0.376,37,Running/Jogging,1000,560,800,500,200,200
UK,West Midlands,F,11,R,145,22,145,2,Bus,60,0.88,64,Swimming,841,1000,933,978,0,85
CA,Ontario,M,14,B,170,26,180,3,Rail,25,0.14,26,Swimming,5,5,5,11,1000,1000
UK,North East,M,11,R,153,24,120,2,Car,15,0.57,32,Rugby Union,1000,664,751,500,604,500
OZ,New South Wales,F,14,R,165,21,163,2,Car,5,0.49,56,Football/Soccer,557,366,1000,282,234,384
NZ,Auckland,M,13,R,164,26,169,2,Car,5,0.341,0,Rugby Union,500,,500,,,
CA,Nova Scotia,M,14,R,163,27,156,1,Bus,30,0.391,35,Hockey (Ice),53,32,53,70,481,1000
NZ,Northland,M,15,L,174,25,182,1,Bus,15,0.497,0,Rugby Union,500,,500,,,
USA,CO,F,17,R,170,24,164,1,Car,4,0.387,35,Martial Arts,695,519,791,882,433,656
OZ,New South Wales,F,11,R,156,25,163,3,Walk,2,0.53,30,Netball,1000,1000,1000,1000,639,634
CA,Ontario,F,10,R,100,19,121,2,Car,10,0.04,35,Dancing,1000,1000,1000,1000,91,70
UK,East,M,13,R,162,22,147,1,Cycle,15,0.4,40,Tennis,500,499,500,915,787,1000
USA,PA,F,16,R,168,22,160,2,Car,7,0.543,45,Athletics,800,700,600,800,200,300
OZ,Victoria,M,13,R,161,23,120,4,Car,5,0.43,43,Netball,1000,669,379,1000,1,
CA,Ontario,F,14,B,156,22,153,4,Walk,10,0.733,45,Basketball,1000,770,487,626,1000,1000
USA,IN,M,17,R,179,25,178,1,Car,2,0.26,30,Baseball/Softball,791,444,257,759,898,898
NZ,Manawatu-Wanganui,M,12,R,156,25,156,1,Walk,15,0.39,0,Rugby Union,250,,0,,,
NZ,Auckland,F,15,R,166,22,165,1,Bus,25,0.406,0,Swimming,750,,500,,,
USA,NC,F,16,R,168,23,197,1,Car,7,0.529,39,Basketball,985,985,970,980,500,500
USA,CO,F,16,R,169,23,174,1,Car,7,0.306,44,Athletics,900,800,950,850,950,950
UK,North West,M,15,L,177,28,163,1,Walk,15,0.32,47,None,1000,1000,922,1000,772,868
NZ,Wellington,F,13,R,161,23,156,2,Car,15,0.359,0,Netball,500,,500,,,
OZ,Victoria,M,7,R,138,23,135,1,Car,5,0.48,51,Cricket,1000,1000,521,710,492,704
USA,WI,M,17,R,178,26,177,2,Car,10,0.333,46,Football (American),500,500,500,500,1000,1000
OZ,Victoria,F,12,L,160,25,155,1,Walk,20,0.28,25,Netball,1000,1000,681,208,515,509
CA,Alberta,M,11,B,159,22,150,2,Walk,20,0.954,49,Tennis,43,32,27,1000,1000,1000
UK,North West,M,12,L,159,26,167,1,Walk,10,1.59,37,Rugby Union,758,864,757,750,132,130
USA,MD,M,13,R,160,26,203,3,Bus,60,0,90,Basketball,50,25,75,100,100,100
OZ,OZn Capitol Territory,F,12,R,152,23,146,1,Car,5,0.34,46,Netball,634,651,965,527,598,598
USA,SC,F,16,R,172,25,170,2,Car,5,0.518,52,Walking/Hiking,1000,1000,1000,1000,1000,1000
OZ,New South Wales,F,12,R,152,23,150,1,Car,10,0.37,46,Tennis,1000,752,480,988,137,503
OZ,Western OZ,F,14,R,172,31,171,2,Car,15,1.34,39,Walking/Hiking,1000,1000,1000,1000,314,438
OZ,South OZ,M,9,B,147,24,145,1,Cycle,5,0.27,46,Football/Soccer,498,492,1000,1000,604,580
UK,South East,F,14,R,161,27,160,2,Other,40,0.28,41,Athletics,1000,1000,1000,1000,0,0
CA,Ontario,F,14,R,153,23,153,4,Bus,45,0.39,38,Basketball,492,364,567,636,1000,1000
OZ,New South Wales,F,11,R,154,24,150,2,Walk,10,0.37,36,Netball,533,545,539,515,1000,1000
NZ,Waikato,M,12,L,150,24,147,1,Walk,5,0.297,0,Football/Soccer,750,,1000,,,
UK,North West,M,11,R,145,23,146,1,Bus,8,0,65,Football/Soccer,900,367,891,949,717,604
NZ,Waikato,M,11,L,161,24,161,1,Bus,5,0,0,Hockey (Field),750,,750,,,
NZ,Waikato,M,13,R,172,17,144,1,Car,5,0.391,0,Rugby Union,500,,500,,,
OZ,Victoria,F,13,L,171,24,178,2,Car,4,1.51,81,Swimming,379,716,941,503,1000,1000
OZ,Tasmania,M,13,R,167,26,172,2,Bus,20,0.29,26,Cycling,994,1000,722,663,551,563
OZ,Queensland,F,14,R,165,25,171,1,Car,17,0.31,38,Hockey (Field),196,332,433,184,255,521
CA,British Columbia,M,12,B,155,24,149,1,Car,2,0.572,81,Football/Soccer,487,658,43,134,332,80
USA,CA,M,17,R,173,22,171,1,Car,10,0.289,40,Tennis,500,500,500,500,500,500
CA,Ontario,F,11,R,156,25,160,2,Car,5,0.661,98,Swimming,1000,1000,1000,1000,246,246
CA,Ontario,M,18,R,170,26,173,2,Car,10,0.259,28,Hockey (Ice),503,503,503,508,1000,1000
NZ,Auckland,F,14,R,163,22,160,1,Bus,15,0.359,0,Football/Soccer,750,,750,,,
OZ,Tasmania,M,11,R,144,23,139,1,Car,7,0.42,43,Football/Soccer,1000,379,598,811,462,639
USA,MD,F,10,R,124,20,138,1,Bus,10,0.579,53,Gymnastics,647,706,406,508,626,813
USA,NE,F,14,R,158,27,165,1,Car,2,0.481,31,Dancing,400,600,700,500,300,200
NZ,Otago,F,14,R,151,21,150,3,Walk,15,0.438,0,Netball,750,,1000,,,
OZ,Victoria,M,11,R,149,23,141,1,Walk,7,0.54,34,Cricket,545,433,728,634,462,308
UK,South,F,15,R,172,25,171,3,Walk,15,0.42,37,Other activities/sports,802,727,819,819,730,690
USA,AZ,F,17,B,155,24,165,3,Car,5,0.407,40,Dancing,476,679,348,,1000,1000
USA,TX,F,17,R,155,14,155,2,Bus,25,0.565,58,Football/Soccer,262,503,770,925,422,433
NZ,Northland,M,10,R,157,20,149,1,Car,5,0.551,0,Baseball/Softball,1000,,1000,,,
USA,SC,M,17,R,177,26,177,2,Car,25,0.25,55,Baseball/Softball,1000,800,600,,500,600
CA,Ontario,F,17,R,183,26,173,1,Walk,20,0.341,24,None,636,219,711,519,588,668
NZ,Waikato,M,11,R,154,21,154,1,Car,5,0.578,0,Hockey (Field),0,,0,,,
OZ,Victoria,F,11,L,154,20,145,1,Walk,5,0.8,45,Swimming,237,237,533,243,1,379
UK,East Midlands,M,14,B,168,26,173,2,Walk,2,0,49,Football/Soccer,998,28,1000,31,998,999
OZ,New South Wales,F,11,R,147,20,148,3,Walk,15,1.24,44,Swimming,456,1,346,1,397,769
CA,Ontario,M,11,R,168,27,151,1,Board,10,0.288,40,Skateboarding/Rollerblading,759,733,674,834,513,316
UK,Home Counties,F,12,R,160,26,158,2,Bus,15,0.35,46,Football/Soccer,1000,1000,1000,991,993,1000
OZ,South OZ,F,12,B,154,27,148,1,Car,20,0.31,39,Other activities/sports,509,291,994,568,326,592
CA,Alberta,F,9,R,123,20,123,1,Bus,15,0.672,73,Bowling,572,1000,973,1000,620,449
UK,North West,M,14,R,181,27,176,2,Walk,4,0.35,67,Cricket,606,560,638,664,248,43
CA,Ontario,F,14,L,165,30,148,1,Walk,3,1.152,39,Dancing,813,722,471,471,1000,1000
UK,North Wales,F,14,R,161,25,122,2,Walk,15,0.34,45,Swimming,81,115,158,133,953,941
USA,NY,F,12,R,155,21,155,1,Bus,35,0.456,41,Dancing,545,283,444,443,150,1000
OZ,New South Wales,F,14,R,157,21,148,3,Car,5,0.36,29,Netball,764,799,740,704,1000,1000
USA,PA,M,9,R,150,21,231,1,Bus,45,0.36,51,Swimming,1000,500,600,,30,15
USA,TX,M,16,R,187,29,192,1,Car,7,0.265,31,Swimming,449,979,690,,1000,1000
UK,London,F,17,R,165,24,164,2,Other,20,0.48,63,Other activities/sports,500,500,500,500,1000,500
UK,Home Counties,F,13,L,166,25,159,2,Bus,30,0.35,32,Football/Soccer,841,838,843,843,746,696
USA,MO,M,14,R,169,24,179,1,Bus,20,0.363,0,Walking/Hiking,1000,1000,1000,1000,0,0
USA,NY,F,16,R,158,22,164,1,Car,25,0.502,28,Tennis,1000,800,1000,900,400,500
USA,CA,M,12,R,173,28,173,1,,15,0.332,48,Table Tennis,8,10,3,7,10,10
OZ,Western OZ,F,11,R,148,22,150,1,Car,6,0.51,38,Dancing,474,574,515,521,557,551
UK,South,F,13,R,176,24,168,3,Cycle,60,0.62,36,None,998,1000,892,934,528,558
CA,New Brunswick,M,15,R,180,27,186,1,Car,20,0.49,35,Hockey (Ice),487,487,481,487,481,481
OZ,Victoria,F,14,R,179,25,176,2,Car,15,0.32,38,Dancing,468,604,752,468,657,681
UK,East,F,14,L,160,30,90,1,Walk,30,0.35,39,Other activities/sports,707,626,460,601,439,448
OZ,South OZ,M,16,R,180,25,88,1,Bus,30,0.37,56,Football/Soccer,1000,734,1000,1000,1000,1000
USA,SC,M,17,R,120,18,152,2,Car,20,0.492,39,Other,800,900,500,,1000,900
OZ,New South Wales,F,9,R,137,24,133,1,Bus,46,0.84,108,Football/Soccer,1000,1000,1000,1000,1000,947
UK,East Midlands,F,12,R,163,25,166,3,Walk,28,0.68,22,Dancing,826,662,300,391,635,921
CA,Ontario,F,14,R,158,25,161,1,Car,5,0.835,54,Hockey (Ice),1000,984,968,866,941,914
UK,South,F,13,R,170,23,165,1,Walk,10,0.34,44,Other activities/sports,513,734,714,702,452,500
NZ,Hawkes Bay,F,10,R,151,21,155,1,Bus,15,0.496,0,Netball,1000,,750,,,
CA,Ontario,F,14,R,158,25,167,1,Walk,10,0.4,44,Walking/Hiking,1000,925,422,909,690,824
NZ,Waikato,M,11,R,146,22,170,2,Car,45,0.485,0,Golf,1000,,500,,,
CA,British Columbia,F,13,R,158,24,157,2,Bus,15,0.297,50,Baseball/Softball,535,1000,856,428,1000,1000
NZ,Otago,F,15,R,153,21,149,1,Car,15,0.47,0,Other activities/sports,500,,1000,,,
USA,HI,F,14,R,147,20,153,2,Car,6,0.346,35,Dancing,1000,500,800,,300,300
OZ,Victoria,F,7,R,140,19,142,1,Car,10,0,62,Gymnastics,970,911,970,947,,
NZ,Canterbury,F,14,R,160,23,162,2,Walk,15,0,0,Football/Soccer,500,,750,,,
OZ,Western OZ,M,14,R,147,25,152,2,Bus,20,0.23,31,Golf,66,58,48,161,1000,1000
UK,North East,M,11,R,160,24,148,1,Bus,25,0,38,Rugby Union,1000,1000,1000,1000,271,123
UK,South,M,13,R,164,32,164,6,Car,40,0,41,Athletics,372,700,767,806,1000,1000
OZ,New South Wales,M,10,R,142,23,141,1,Car,10,0.54,48,Cricket,1000,797,462,1000,204,557
CA,Ontario,F,17,R,172,26,171,2,Bus,45,0.491,29,Swimming,1000,1000,503,1000,759,765
UK,South,M,14,R,165,25,165,2,Cycle,20,0.32,30,Martial Arts,1000,1000,1000,1000,0,0
