City,Abbr.,County,Alias_Abbr
Birmingham,AL,SHELBY,"Vestavia, AL"
Birmingham,AL,JEFFERSON,"Ruffner, AL"
Birmingham,AL,JEFFERSON,"Overton, AL"
Birmingham,AL,JEFFERSON,"Liberty Highlands, AL"
Birmingham,AL,JEFFERSON,"Irondale, AL"
Birmingham,AL,JEFFERSON,"Jefferson Park, AL"
Birmingham,AL,JEFFERSON,"Rose Hill, AL"
Birmingham,AL,JEFFERSON,"Wenonah, AL"
Birmingham,AL,JEFFERSON,"Crestline Heights, AL"
Birmingham,AL,JEFFERSON,"Crestline, AL"
Birmingham,AL,JEFFERSON,"Crestline Hts, AL"
Birmingham,AL,JEFFERSON,"Forestdale, AL"
Birmingham,AL,JEFFERSON,"Center Point, AL"
Birmingham,AL,SHELBY,"Vestavia Hls, AL"
Birmingham,AL,JEFFERSON,"Hoover, AL"
Birmingham,AL,SHELBY,"Vestavia Hills, AL"
Birmingham,AL,JEFFERSON,"Tarrant, AL"
Birmingham,AL,JEFFERSON,"Ensley, AL"
Birmingham,AL,JEFFERSON,"Homewd, AL"
Birmingham,AL,JEFFERSON,"Centerpoint, AL"
Birmingham,AL,JEFFERSON,"English Village, AL"
Birmingham,AL,JEFFERSON,"Mountain Brook, AL"
Birmingham,AL,JEFFERSON,"Bluff Park, AL"
Birmingham,AL,JEFFERSON,"Midfield, AL"
Birmingham,AL,SHELBY,"Bham, AL"
Birmingham,AL,JEFFERSON,"Samford University, AL"
Birmingham,AL,JEFFERSON,"Roebuck Plaza, AL"
Birmingham,AL,JEFFERSON,"Huffman, AL"
Birmingham,AL,JEFFERSON,"Grayson Valley, AL"
Birmingham,AL,SHELBY,"Meadowbrook, AL"
Birmingham,AL,SHELBY,"Shoal Creek, AL"
Birmingham,AL,JEFFERSON,"Mtn Brook, AL"
Birmingham,AL,JEFFERSON,"Cahaba Hts, AL"
Birmingham,AL,JEFFERSON,"Cahaba Heights, AL"
Birmingham,AL,JEFFERSON,"Riverchase, AL"
Birmingham,AL,JEFFERSON,"Regions Bank, AL"
Birmingham,AL,JEFFERSON,"Univ Of Alabama Hospital, AL"
Birmingham,AL,JEFFERSON,"Birmingham Southern College, AL"
Birmingham,AL,JEFFERSON,"North American Mg, AL"
Birmingham,AL,JEFFERSON,"Business Reply Mail, AL"
Birmingham,AL,JEFFERSON,"Caller Boxes, AL"
Birmingham,AL,JEFFERSON,"S S Payment Ctr, AL"
Birmingham,AL,JEFFERSON,"Wells Fargo, AL"
Montgomery,AL,MONTGOMERY,"Al Power Co, AL"
Birmingham,AL,JEFFERSON,"Dept Of Treas Bur Accts, AL"
Birmingham,AL,JEFFERSON,"Univ Of Alabama Bir, AL"
Birmingham,AL,JEFFERSON,"Al Gas Corp, AL"
Birmingham,AL,JEFFERSON,"Compass Bank, AL"
Birmingham,AL,JEFFERSON,"State Farm Insurance, AL"
Birmingham,AL,JEFFERSON,"Blue Cross-Shield, AL"
Tuscaloosa,AL,TUSCALOOSA,"Veterans Hospital, AL"
Tuscaloosa,AL,TUSCALOOSA,"Tuscaloosa, AL"
Tuscaloosa,AL,TUSCALOOSA,"Tusc, AL"
Tuscaloosa,AL,TUSCALOOSA,"Skyland, AL"
Abernant,AL,TUSCALOOSA,"Abernant, AL"
Akron,AL,HALE,"Akron, AL"
Akron,AL,HALE,"Stewart, AL"
Aliceville,AL,PICKENS,"Mcmullen, AL"
Aliceville,AL,PICKENS,"Old Memphis, AL"
Aliceville,AL,PICKENS,"Aliceville, AL"
Aliceville,AL,PICKENS,"Cochrane, AL"
Boligee,AL,GREENE,"Boligee, AL"
Boligee,AL,GREENE,"Mount Hebron, AL"
Brookwood,AL,TUSCALOOSA,"Brookwood, AL"
Buhl,AL,TUSCALOOSA,"Buhl, AL"
Buhl,AL,TUSCALOOSA,"Romulus, AL"
Carrollton,AL,PICKENS,"Pickensville, AL"
Carrollton,AL,PICKENS,"Carrollton, AL"
Clinton,AL,GREENE,"Clinton, AL"
Coaling,AL,TUSCALOOSA,"Coaling, AL"
Coker,AL,TUSCALOOSA,"Coker, AL"
Cottondale,AL,TUSCALOOSA,"Cottondale, AL"
Duncanville,AL,TUSCALOOSA,"Duncanville, AL"
Echola,AL,TUSCALOOSA,"Echola, AL"
Elrod,AL,TUSCALOOSA,"Elrod, AL"
Emelle,AL,SUMTER,"Geiger, AL"
Emelle,AL,SUMTER,"Emelle, AL"
Epes,AL,SUMTER,"Sumterville, AL"
Epes,AL,SUMTER,"Epes, AL"
Ethelsville,AL,PICKENS,"Ethelsville, AL"
Eutaw,AL,GREENE,"Union, AL"
Eutaw,AL,GREENE,"Eutaw, AL"
Fosters,AL,TUSCALOOSA,"Fosters, AL"
Gainesville,AL,SUMTER,"Gainesville, AL"
Gordo,AL,PICKENS,"Gordo, AL"
Kellerman,AL,TUSCALOOSA,"Searles, AL"
Kellerman,AL,TUSCALOOSA,"Kellerman, AL"
Knoxville,AL,GREENE,"Knoxville, AL"
Livingston,AL,SUMTER,"Coatopa, AL"
Livingston,AL,SUMTER,"Livingston, AL"
Mc Shan,AL,PICKENS,"Mc Shan, AL"
Northport,AL,TUSCALOOSA,"Northport, AL"
Northport,AL,TUSCALOOSA,"North Port, AL"
Northport,AL,TUSCALOOSA,"Nport, AL"
Northport,AL,TUSCALOOSA,"N Port, AL"
Moundville,AL,HALE,"Moundville, AL"
Moundville,AL,HALE,"Cypress, AL"
Moundville,AL,HALE,"Havana, AL"
Panola,AL,SUMTER,"Panola, AL"
Peterson,AL,TUSCALOOSA,"Peterson, AL"
Ralph,AL,TUSCALOOSA,"Ralph, AL"
Reform,AL,PICKENS,"Coal Fire, AL"
Reform,AL,PICKENS,"Stansel, AL"
Reform,AL,PICKENS,"Reform, AL"
Samantha,AL,TUSCALOOSA,"Samantha, AL"
Tuscaloosa,AL,TUSCALOOSA,"University Of Alabama, AL"
Vance,AL,TUSCALOOSA,"Vance, AL"
West Greene,AL,GREENE,"West Greene, AL"
Jasper,AL,WALKER,"Jasper, AL"
Addison,AL,WINSTON,"Addison, AL"
Arley,AL,WINSTON,"Arley, AL"
Bankston,AL,FAYETTE,"Bankston, AL"
Bear Creek,AL,MARION,"Bear Creek, AL"
Beaverton,AL,LAMAR,"Beaverton, AL"
Belk,AL,FAYETTE,"Belk, AL"
Berry,AL,FAYETTE,"Berry, AL"
Brilliant,AL,MARION,"Brilliant, AL"
Carbon Hill,AL,WALKER,"Carbon Hill, AL"
Cordova,AL,WALKER,"Barney, AL"
Cordova,AL,WALKER,"Cordova, AL"
Delmar,AL,WINSTON,"Delmar, AL"
Detroit,AL,LAMAR,"Detroit, AL"
Double Springs,AL,WINSTON,"Double Spgs, AL"
Double Springs,AL,WINSTON,"Double Springs, AL"
Eldridge,AL,WALKER,"Eldridge, AL"
Fayette,AL,FAYETTE,"Bluff, AL"
Fayette,AL,FAYETTE,"Fayette, AL"
Glen Allen,AL,FAYETTE,"Glen Allen, AL"
Glen Allen,AL,FAYETTE,"Bazemore, AL"
Goodsprings,AL,WALKER,"Goodsprings, AL"
Guin,AL,MARION,"Gu-Win, AL"
Guin,AL,MARION,"Guin, AL"
Hackleburg,AL,MARION,"Hackleburg, AL"
Haleyville,AL,WINSTON,"Haleyville, AL"
Hamilton,AL,MARION,"Hamilton, AL"
Hamilton,AL,MARION,"Bexar, AL"
Hodges,AL,FRANKLIN,"Atwood, AL"
Hodges,AL,FRANKLIN,"Hodges, AL"
Houston,AL,WINSTON,"Grayson, AL"
Houston,AL,WINSTON,"Houston, AL"
Kansas,AL,WALKER,"Kansas, AL"
Kennedy,AL,LAMAR,"Kennedy, AL"
Kennedy,AL,LAMAR,"Kingville, AL"
Lynn,AL,WINSTON,"Lynn, AL"
Millport,AL,LAMAR,"Millport, AL"
Millport,AL,LAMAR,"Fernbank, AL"
Natural Bridge,AL,WINSTON,"Natural Bridge, AL"
Natural Bridge,AL,WINSTON,"Natural Brg, AL"
Nauvoo,AL,WALKER,"Saragossa, AL"
Nauvoo,AL,WALKER,"Nauvoo, AL"
Oakman,AL,WALKER,"Oakman, AL"
Parrish,AL,WALKER,"Parrish, AL"
Phil Campbell,AL,FRANKLIN,"Phil Campbell, AL"
Red Bay,AL,FRANKLIN,"Red Bay, AL"
Sipsey,AL,WALKER,"Sipsey, AL"
Spruce Pine,AL,FRANKLIN,"Spruce Pine, AL"
Sulligent,AL,LAMAR,"Sulligent, AL"
Townley,AL,WALKER,"Townley, AL"
Vernon,AL,LAMAR,"Vernon, AL"
Vina,AL,FRANKLIN,"Burntout, AL"
Vina,AL,FRANKLIN,"Vina, AL"
Winfield,AL,MARION,"Winfield, AL"
Decatur,AL,MORGAN,"Decatur, AL"
Anderson,AL,LAUDERDALE,"Anderson, AL"
Athens,AL,LIMESTONE,"Athens, AL"
Belle Mina,AL,LIMESTONE,"Belle Mina, AL"
Cherokee,AL,COLBERT,"Cherokee, AL"
Cloverdale,AL,LAUDERDALE,"Cloverdale, AL"
Courtland,AL,LAWRENCE,"North Courtland, AL"
Courtland,AL,LAWRENCE,"N Courtland, AL"
Courtland,AL,LAWRENCE,"Courtland, AL"
Danville,AL,MORGAN,"Danville, AL"
Elkmont,AL,LIMESTONE,"Elkmont, AL"
Eva,AL,MORGAN,"Eva, AL"
Falkville,AL,MORGAN,"Falkville, AL"
Florence,AL,LAUDERDALE,"North Florence, AL"
Florence,AL,LAUDERDALE,"Florence, AL"
Florence,AL,LAUDERDALE,"Saint Florian, AL"
Florence,AL,LAUDERDALE,"Univ Of North Ala, AL"
Hartselle,AL,MORGAN,"Hartselle, AL"
Hillsboro,AL,LAWRENCE,"Hillsboro, AL"
Killen,AL,LAUDERDALE,"Killen, AL"
Leighton,AL,COLBERT,"Leighton, AL"
Lester,AL,LIMESTONE,"Lester, AL"
Lexington,AL,LAUDERDALE,"Lexington, AL"
Mooresville,AL,LIMESTONE,"Mooresville, AL"
Moulton,AL,LAWRENCE,"Moulton, AL"
Mount Hope,AL,LAWRENCE,"Mount Hope, AL"
Rogersville,AL,LAUDERDALE,"Rogersville, AL"
Rogersville,AL,LAUDERDALE,"Whitehead, AL"
Russellville,AL,FRANKLIN,"Russellville, AL"
Russellville,AL,FRANKLIN,"Littleville, AL"
Sheffield,AL,COLBERT,"Sheffield, AL"
Muscle Shoals,AL,COLBERT,"Muscle Shoals, AL"
Somerville,AL,MORGAN,"Somerville, AL"
Tanner,AL,LIMESTONE,"Tanner, AL"
Town Creek,AL,LAWRENCE,"Town Creek, AL"
Trinity,AL,MORGAN,"Trinity, AL"
Tuscumbia,AL,COLBERT,"Tuscumbia, AL"
Waterloo,AL,LAUDERDALE,"Waterloo, AL"
Decatur,AL,MORGAN,"Master Charge, AL"
Ardmore,AL,LIMESTONE,"Ardmore, AL"
Bridgeport,AL,JACKSON,"Bridgeport, AL"
Brownsboro,AL,MADISON,"Brownsboro, AL"
Capshaw,AL,LIMESTONE,"Capshaw, AL"
Dutton,AL,JACKSON,"Dutton, AL"
Estillfork,AL,JACKSON,"Estillfork, AL"
Fackler,AL,JACKSON,"Fackler, AL"
Grant,AL,MARSHALL,"Grant, AL"
Gurley,AL,MADISON,"Gurley, AL"
Harvest,AL,MADISON,"Harvest, AL"
Hazel Green,AL,MADISON,"Hazel Green, AL"
Hollytree,AL,JACKSON,"Hollytree, AL"
Hollywood,AL,JACKSON,"Hollywood, AL"
Laceys Spring,AL,MORGAN,"Laceys Spring, AL"
Langston,AL,JACKSON,"Langston, AL"
Madison,AL,LIMESTONE,"Madison, AL"
Madison,AL,MADISON,"Triana, AL"
Meridianville,AL,MADISON,"Meridianville, AL"
New Hope,AL,MADISON,"New Hope, AL"
New Market,AL,MADISON,"New Market, AL"
Normal,AL,MADISON,"Normal, AL"
Normal,AL,MADISON,"Alabama A And M, AL"
Owens Cross Roads,AL,MADISON,"Big Cove, AL"
Owens Cross Roads,AL,MADISON,"Owens Cross Roads, AL"
Owens Cross Roads,AL,MADISON,"Owens X Rds, AL"
Owens Cross Roads,AL,MADISON,"Hampton Cove, AL"
Owens Cross Roads,AL,MADISON,"Owens X Roads, AL"
Paint Rock,AL,JACKSON,"Paint Rock, AL"
Pisgah,AL,JACKSON,"Pisgah, AL"
Princeton,AL,JACKSON,"Princeton, AL"
Ryland,AL,MADISON,"Ryland, AL"
Scottsboro,AL,JACKSON,"Hytop, AL"
Scottsboro,AL,JACKSON,"Scottsboro, AL"
Section,AL,JACKSON,"Section, AL"
Stevenson,AL,JACKSON,"Stevenson, AL"
Toney,AL,MADISON,"Toney, AL"
Trenton,AL,JACKSON,"Trenton, AL"
Valhermoso Springs,AL,MORGAN,"Vlhrmoso Spgs, AL"
Valhermoso Springs,AL,MORGAN,"Valhermoso Spg, AL"
Valhermoso Springs,AL,MORGAN,"Valhermoso Springs, AL"
Valhermoso Springs,AL,MORGAN,"Valhermoso Sp, AL"
Woodville,AL,JACKSON,"Woodville, AL"
Huntsville,AL,MADISON,"Huntsville, AL"
Huntsville,AL,MADISON,"Redstone Arsenal, AL"
Huntsville,AL,MADISON,"Redstone Fed Credit Union, AL"
Huntsville,AL,MADISON,"Intergraph Corporation, AL"
Huntsville,AL,MADISON,"Huntsville Utilities, AL"
Huntsville,AL,MADISON,"Oakwood College, AL"
Huntsville,AL,MADISON,"Munitions Missle Com Sch, AL"
Huntsville,AL,MADISON,"Redstone Central, AL"
Huntsville,AL,MADISON,"Univ Of Alabama Hsv, AL"
Gadsden,AL,ETOWAH,"Gadsden, AL"
Gadsden,AL,ETOWAH,"Hokes Bluff, AL"
Gadsden,AL,ETOWAH,"East Gadsden, AL"
Gadsden,AL,ETOWAH,"Glencoe, AL"
Rainbow City,AL,ETOWAH,"Rainbow City, AL"
RBC,AL,ETOWAH,"Rbc, AL"
Gadsden,AL,ETOWAH,"Southside, AL"
Albertville,AL,MARSHALL,"Albertville, AL"
Altoona,AL,ETOWAH,"Snead, AL"
Altoona,AL,ETOWAH,"Altoona, AL"
Altoona,AL,ETOWAH,"Susan Moore, AL"
Ashville,AL,SAINT CLAIR,"Ashville, AL"
Attalla,AL,ETOWAH,"Attalla, AL"
Attalla,AL,ETOWAH,"Ivalee, AL"
Attalla,AL,ETOWAH,"Ridgeville, AL"
Attalla,AL,ETOWAH,"Reece City, AL"
Attalla,AL,ETOWAH,"Rockledge, AL"
Boaz,AL,MARSHALL,"Sardis City, AL"
Boaz,AL,MARSHALL,"Boaz, AL"
Bryant,AL,JACKSON,"Bryant, AL"
Cedar Bluff,AL,CHEROKEE,"Cedar Bluff, AL"
Centre,AL,CHEROKEE,"Centre, AL"
Collinsville,AL,DE KALB,"Collinsville, AL"
Crossville,AL,DE KALB,"Crossville, AL"
Dawson,AL,DE KALB,"Dawson, AL"
Douglas,AL,MARSHALL,"Douglas, AL"
Flat Rock,AL,JACKSON,"Fabius, AL"
Flat Rock,AL,JACKSON,"Flat Rock, AL"
Fort Payne,AL,DE KALB,"Fort Payne, AL"
Fort Payne,AL,DE KALB,"Pine Ridge, AL"
Fort Payne,AL,DE KALB,"Ft Payne, AL"
Fyffe,AL,DE KALB,"Fyffe, AL"
Fyffe,AL,DE KALB,"Lakeview, AL"
Gallant,AL,ETOWAH,"Gallant, AL"
Gaylesville,AL,CHEROKEE,"Gaylesville, AL"
Geraldine,AL,DE KALB,"Geraldine, AL"
Groveoak,AL,DE KALB,"Groveoak, AL"
Guntersville,AL,MARSHALL,"Guntersville, AL"
Henagar,AL,DE KALB,"Henagar, AL"
Higdon,AL,JACKSON,"Higdon, AL"
Horton,AL,MARSHALL,"Horton, AL"
Ider,AL,DE KALB,"Ider, AL"
Leesburg,AL,CHEROKEE,"Sand Rock, AL"
Leesburg,AL,CHEROKEE,"Sandrock, AL"
Leesburg,AL,CHEROKEE,"Leesburg, AL"
Mentone,AL,DE KALB,"Mentone, AL"
Rainsville,AL,DE KALB,"Powell, AL"
Rainsville,AL,DE KALB,"Shiloh, AL"
Rainsville,AL,DE KALB,"Rainsville, AL"
Steele,AL,SAINT CLAIR,"Steele, AL"
Sylvania,AL,DE KALB,"Sylvania, AL"
Valley Head,AL,DE KALB,"Hammondville, AL"
Valley Head,AL,DE KALB,"Valley Head, AL"
Walnut Grove,AL,ETOWAH,"Walnut Grove, AL"
Autaugaville,AL,AUTAUGA,"Autaugaville, AL"
Banks,AL,PIKE,"Banks, AL"
Billingsley,AL,AUTAUGA,"Billingsley, AL"
Booth,AL,AUTAUGA,"Booth, AL"
Brantley,AL,CRENSHAW,"Brantley, AL"
Brundidge,AL,PIKE,"Brundidge, AL"
Cecil,AL,MONTGOMERY,"Cecil, AL"
Chapman,AL,BUTLER,"Chapman, AL"
Clayton,AL,BARBOUR,"Clayton, AL"
Clio,AL,BARBOUR,"Blue Springs, AL"
Clio,AL,BARBOUR,"Clio, AL"
Coosada,AL,ELMORE,"Coosada, AL"
Deatsville,AL,ELMORE,"Deatsville, AL"
East Tallassee,AL,TALLAPOOSA,"E Tallassee, AL"
Tallassee,AL,ELMORE,"Tallassee, AL"
East Tallassee,AL,TALLAPOOSA,"East Tallassee, AL"
Eclectic,AL,ELMORE,"Central, AL"
Eclectic,AL,ELMORE,"Eclectic, AL"
Elmore,AL,ELMORE,"Elmore, AL"
Equality,AL,COOSA,"Nixburg, AL"
Equality,AL,COOSA,"Equality, AL"
Eufaula,AL,BARBOUR,"Eufaula, AL"
Eufaula,AL,BARBOUR,"Bakerhill, AL"
Dozier,AL,CRENSHAW,"Dozier, AL"
Fitzpatrick,AL,BULLOCK,"Fitzpatrick, AL"
Forest Home,AL,BUTLER,"Forest Home, AL"
Fort Davis,AL,MACON,"Fort Davis, AL"
Fort Deposit,AL,LOWNDES,"Fort Deposit, AL"
Georgiana,AL,BUTLER,"Bolling, AL"
Georgiana,AL,BUTLER,"Georgiana, AL"
Glenwood,AL,CRENSHAW,"Glenwood, AL"
Goshen,AL,PIKE,"Goshen, AL"
Grady,AL,MONTGOMERY,"Grady, AL"
Greenville,AL,BUTLER,"Greenville, AL"
Gantt,AL,COVINGTON,"Gantt, AL"
Hardaway,AL,MACON,"Hardaway, AL"
Hayneville,AL,LOWNDES,"Gordonville, AL"
Hayneville,AL,LOWNDES,"Hayneville, AL"
Highland Home,AL,CRENSHAW,"Highland Home, AL"
Honoraville,AL,CRENSHAW,"Honoraville, AL"
Hope Hull,AL,MONTGOMERY,"Hope Hull, AL"
Kent,AL,ELMORE,"Kent, AL"
Lapine,AL,MONTGOMERY,"Lapine, AL"
Letohatchee,AL,LOWNDES,"Letohatchee, AL"
Louisville,AL,BARBOUR,"Louisville, AL"
Luverne,AL,CRENSHAW,"Luverne, AL"
Luverne,AL,CRENSHAW,"Patsburg, AL"
Marbury,AL,AUTAUGA,"Marbury, AL"
Marbury,AL,AUTAUGA,"Mountain Creek, AL"
Mathews,AL,MONTGOMERY,"Mathews, AL"
Midway,AL,BULLOCK,"Comer, AL"
Midway,AL,BULLOCK,"Three Notch, AL"
Midway,AL,BULLOCK,"Midway, AL"
Millbrook,AL,ELMORE,"Millbrook, AL"
Mount Meigs,AL,MONTGOMERY,"Mount Meigs, AL"
Perote,AL,BULLOCK,"Perote, AL"
Petrey,AL,CRENSHAW,"Petrey, AL"
Pike Road,AL,MONTGOMERY,"Pike Road, AL"
Pine Level,AL,MONTGOMERY,"Pine Level, AL"
Prattville,AL,AUTAUGA,"Pville, AL"
Prattville,AL,AUTAUGA,"Prattville, AL"
Ramer,AL,MONTGOMERY,"Ramer, AL"
Rutledge,AL,CRENSHAW,"Rutledge, AL"
Shorter,AL,MACON,"Shorter, AL"
Troy,AL,PIKE,"Troy, AL"
Titus,AL,ELMORE,"Titus, AL"
Troy,AL,PIKE,"Troy State University, AL"
Tuskegee,AL,MACON,"Tuskegee, AL"
Tuskegee,AL,MACON,"Veterans Admin. Fac., AL"
Tuskegee Institute,AL,MACON,"Tuskegee Inst, AL"
Tuskegee Institute,AL,MACON,"Tuskegee Institute, AL"
Tuskegee Institute,AL,MACON,"Tuskegee University, AL"
Union Springs,AL,BULLOCK,"Roba, AL"
Union Springs,AL,BULLOCK,"Union Springs, AL"
Union Springs,AL,BULLOCK,"Armstrong, AL"
Verbena,AL,CHILTON,"Verbena, AL"
Wetumpka,AL,ELMORE,"Wetumpka, AL"
Montgomery,AL,MONTGOMERY,"Mtgy, AL"
Montgomery,AL,MONTGOMERY,"Montgomery, AL"
Montgomery,AL,MONTGOMERY,"Dannelly, AL"
Montgomery,AL,MONTGOMERY,"Chisolm, AL"
Montgomery,AL,MONTGOMERY,"Maxwell AFB, AL"
Montgomery,AL,MONTGOMERY,"Mafb Gun Annx, AL"
Montgomery,AL,MONTGOMERY,"Maxwell Afb Gunter Annex, AL"
Montgomery,AL,MONTGOMERY,"Gunter AFB, AL"
Montgomery,AL,MONTGOMERY,"Gunter Afs, AL"
Montgomery,AL,MONTGOMERY,"Gunter A F B, AL"
Montgomery,AL,MONTGOMERY,"Gunter A F S, AL"
Montgomery,AL,MONTGOMERY,"Gunter Eci, AL"
Montgomery,AL,MONTGOMERY,"Gunter Afs-Eci, AL"
Montgomery,AL,MONTGOMERY,"Shakespeare, AL"
Montgomery,AL,MONTGOMERY,"Al Revenue Dept, AL"
Montgomery,AL,MONTGOMERY,"Al State Govt Mail, AL"
Montgomery,AL,MONTGOMERY,"State Dept Industrial Relat, AL"
Montgomery,AL,MONTGOMERY,"Montg, AL"
Montgomery,AL,MONTGOMERY,"First Alabama Bank, AL"
Montgomery,AL,MONTGOMERY,"Al Income Tax, AL"
Montgomery,AL,MONTGOMERY,"Bass Anglers Sports Soc, AL"
Montgomery,AL,MONTGOMERY,"Colonial Mortgage, AL"
Montgomery,AL,MONTGOMERY,"Montgomery Business Reply Ma, AL"
Montgomery,AL,MONTGOMERY,"Alfa Ins Co, AL"
Anniston,AL,CALHOUN,"Anniston, AL"
Oxford,AL,CALHOUN,"Oxford, AL"
Anniston,AL,CALHOUN,"Blue Mountain, AL"
Anniston,AL,CALHOUN,"Fort Mc Clellan, AL"
Anniston,AL,CALHOUN,"Ft Mcclellan, AL"
Anniston,AL,CALHOUN,"Ft Mc Clellan, AL"
Alexandria,AL,CALHOUN,"Alexandria, AL"
Ashland,AL,CLAY,"Bluff Spring, AL"
Ashland,AL,CLAY,"Harkins Crossroads, AL"
Ashland,AL,CLAY,"Ashland, AL"
Ashland,AL,CLAY,"Idaho, AL"
Ashland,AL,CLAY,"Carr Mill, AL"
Ashland,AL,CLAY,"Gibsonville, AL"
Bynum,AL,CALHOUN,"Bynum, AL"
Choccolocco,AL,CALHOUN,"Choccolocco, AL"
Cragford,AL,CLAY,"Cragford, AL"
Cragford,AL,CLAY,"Mellow Valley, AL"
Daviston,AL,TALLAPOOSA,"Daviston, AL"
Daviston,AL,TALLAPOOSA,"New Site, AL"
De Armanville,AL,CALHOUN,"De Armanville, AL"
Delta,AL,CLAY,"Christiana, AL"
Delta,AL,CLAY,"Abel, AL"
Delta,AL,CLAY,"Delta, AL"
Delta,AL,CLAY,"Fishhead, AL"
Eastaboga,AL,CALHOUN,"Eastaboga, AL"
Edwardsville,AL,CLEBURNE,"Edwardsville, AL"
Fruithurst,AL,CLEBURNE,"Fruithurst, AL"
Graham,AL,RANDOLPH,"Graham, AL"
Graham,AL,RANDOLPH,"Hightower, AL"
Heflin,AL,CLEBURNE,"Chulafinnee, AL"
Heflin,AL,CLEBURNE,"Hollis Crossroads, AL"
Heflin,AL,CLEBURNE,"Heflin, AL"
Jacksonville,AL,CALHOUN,"Jacksonville, AL"
Lineville,AL,CLAY,"Highland, AL"
Lineville,AL,CLAY,"Pyriton, AL"
Lineville,AL,CLAY,"Ofelia, AL"
Lineville,AL,CLAY,"Barfield, AL"
Lineville,AL,CLAY,"Erin, AL"
Lineville,AL,CLAY,"Watts Mill, AL"
Lineville,AL,CLAY,"Campbells Crossroads, AL"
Lineville,AL,CLAY,"Shinebone, AL"
Lineville,AL,CLAY,"Lineville, AL"
Millerville,AL,CLAY,"Millerville, AL"
Munford,AL,TALLADEGA,"Munford, AL"
Muscadine,AL,CLEBURNE,"Muscadine, AL"
Ohatchee,AL,CALHOUN,"Ohatchee, AL"
Piedmont,AL,CALHOUN,"Piedmont, AL"
Piedmont,AL,CALHOUN,"Borden Springs, AL"
Piedmont,AL,CALHOUN,"Brdn Sprngs, AL"
Ranburne,AL,CLEBURNE,"Macedonia, AL"
Ranburne,AL,CLEBURNE,"Ranburne, AL"
Roanoke,AL,RANDOLPH,"Roanoke, AL"
Spring Garden,AL,CHEROKEE,"Spring Garden, AL"
Wadley,AL,RANDOLPH,"Almond, AL"
Wadley,AL,RANDOLPH,"Dickert, AL"
Wadley,AL,RANDOLPH,"Wadley, AL"
Wadley,AL,RANDOLPH,"Levelroad, AL"
Wadley,AL,RANDOLPH,"Forester Chapel, AL"
Wadley,AL,RANDOLPH,"Goldville, AL"
Wadley,AL,RANDOLPH,"Motley, AL"
Wadley,AL,RANDOLPH,"Sikesville, AL"
Weaver,AL,CALHOUN,"Weaver, AL"
Wedowee,AL,RANDOLPH,"Haywood, AL"
Wedowee,AL,RANDOLPH,"Malone, AL"
Wedowee,AL,RANDOLPH,"Corinth, AL"
Wedowee,AL,RANDOLPH,"Wedowee, AL"
Wellington,AL,CALHOUN,"Wellington, AL"
Woodland,AL,RANDOLPH,"Woodland, AL"
Woodland,AL,RANDOLPH,"Hawk, AL"
Woodland,AL,RANDOLPH,"Newell, AL"
Dothan,AL,HOUSTON,"Rehobeth, AL"
Dothan,AL,HOUSTON,"Grimes, AL"
Dothan,AL,HOUSTON,"Kelly Springs, AL"
Dothan,AL,HOUSTON,"Taylor, AL"
Dothan,AL,HOUSTON,"Hodgesville, AL"
Dothan,AL,HOUSTON,"Dothan, AL"
Dothan,AL,HOUSTON,"Kinsey, AL"
Abbeville,AL,HENRY,"Lawrenceville, AL"
Abbeville,AL,HENRY,"Abbeville, AL"
Ariton,AL,DALE,"Ariton, AL"
Ashford,AL,HOUSTON,"Ashford, AL"
Ashford,AL,HOUSTON,"Avon, AL"
Bellwood,AL,GENEVA,"Bellwood, AL"
Black,AL,GENEVA,"Black, AL"
Chancellor,AL,GENEVA,"Chancellor, AL"
Chancellor,AL,GENEVA,"Battens Crossroads, AL"
Clopton,AL,HENRY,"Clopton, AL"
Coffee Springs,AL,GENEVA,"Coffee Springs, AL"
Coffee Springs,AL,GENEVA,"Coffee Spgs, AL"
Columbia,AL,HOUSTON,"Haleburg, AL"
Columbia,AL,HOUSTON,"Columbia, AL"
Cottonwood,AL,HOUSTON,"Cottonwood, AL"
Cottonwood,AL,HOUSTON,"Madrid, AL"
Cowarts,AL,HOUSTON,"Cowarts, AL"
Daleville,AL,DALE,"Clayhatchee, AL"
Daleville,AL,DALE,"Level Plains, AL"
Daleville,AL,DALE,"Daleville, AL"
Elba,AL,COFFEE,"Elba, AL"
Enterprise,AL,COFFEE,"Enterprise, AL"
Enterprise,AL,COFFEE,"Eprise, AL"
Geneva,AL,GENEVA,"Eunola, AL"
Geneva,AL,GENEVA,"Geneva, AL"
Gordon,AL,HOUSTON,"Grangeburg, AL"
Gordon,AL,HOUSTON,"Gordon, AL"
Hartford,AL,GENEVA,"Highbluff, AL"
Hartford,AL,GENEVA,"Hartford, AL"
Headland,AL,HENRY,"Headland, AL"
Jack,AL,COFFEE,"Victoria, AL"
Jack,AL,COFFEE,"Jack, AL"
Jack,AL,COFFEE,"Chestnut Grove, AL"
Malvern,AL,GENEVA,"Malvern, AL"
Midland City,AL,DALE,"Midland City, AL"
New Brockton,AL,COFFEE,"New Brockton, AL"
Newton,AL,DALE,"Waterford, AL"
Newton,AL,DALE,"Newton, AL"
Newville,AL,HENRY,"Echo, AL"
Newville,AL,HENRY,"Newville, AL"
